Streams,Daily,Artist,Title,age_grp
960674091,188212,Billie Eilish , bury a friend,31-45
960011342,392989,Sheck Wes , Mo Bamba,61+
959269204,256525,Jason Derulo , Want to Want Me,46-60
958523065,470483,B�?RNS , Electric Love,0-18
957866612,573602,Smash Mouth , All Star,61+
957786346,322942,Calvin Harris , Slide,0-18
957052701,897559,Nelly Furtado , Promiscuous,46-60
956777417,484521,Daft Punk , Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],61+
956361767,167266,Liam Payne , Strip That Down,46-60
955640580,1501582,Taylor Swift , Lover,0-18
953576478,620724,Michael Jackson , Beat It,0-18
952830846,478711,YNW Melly , Murder on My Mind,61+
952671545,227383,Mabel , Don't Call Me Up,31-45
950010307,256742,Shawn Mendes , If I Can't Have You,19-30
948714632,281172,Lil Nas X , Old Town Road,19-30
946924449,540986,Lil Nas X , THATS WHAT I WANT,0-18
946695212,595776,Eminem , Stan,46-60
946262203,805136,Aerosmith , Dream On,61+
945969995,382906,Red Hot Chili Peppers , Snow (Hey Oh),31-45
945523059,304662,Kina , Get You The Moon,31-45
945474711,460952,WILLOW , Wait a Minute!,0-18
944067814,486135,Guns N' Roses , Paradise City,31-45
943605713,341532,Chris Brown , No Guidance,0-18
943454218,688797,Bad Bunny , Moscow Mule,19-30
943141330,230984,Lizzo , Truth Hurts,46-60
941404014,555914,Spice Girls , Wannabe,19-30
941325569,206398,BlocBoy JB , Look Alive,19-30
940287967,700792,Kali Uchis , telepatía,19-30
940251056,1927077,Metro Boomin , Creepin',61+
939990603,380839,Post Malone , Go Flex,31-45
939504211,539072,Elton John ," Rocket Man (I Think It's Going To Be A Long, Long Time)",61+
938603714,675494,Nicki Minaj , Starships,46-60
938379227,1265324,Kanye West , Heartless,19-30
937947092,709420,Taylor Swift , Look What You Made Me Do,31-45
937440225,617588,M83 , Midnight City,31-45
937099111,567159,Pop Smoke , Dior,0-18
936988225,712377,Fleetwood Mac , The Chain,46-60
934869107,645946,Cyndi Lauper , Girls Just Want to Have Fun,31-45
934448075,1044018,KAROL G , PROVENZA,19-30
932371166,649058,AC/DC , You Shook Me All Night Long,19-30
931530815,354544,Calum Scott , You Are The Reason,61+
930978071,297016,MEDUZA , Piece Of Your Heart,0-18
927840823,836944,Foo Fighters , Everlong,19-30
925571465,165414,Y2K , Lalala,46-60
925327501,834620,Ice Cube , It Was A Good Day,0-18
925196459,480272,Imagine Dragons , Bad Liar,31-45
924911315,540277,Taio Cruz , Dynamite,61+
924671585,651053,Bon Jovi , You Give Love A Bad Name,61+
923875083,656724,Swedish House Mafia , Don't You Worry Child,61+
923789790,198830,Drake , Fake Love,61+
923309219,281758,Shakira , Chantaje,31-45
922126303,648496,blink,182 - All The Small Things,31-45
921769732,197298,Khalid , Talk,0-18
920628832,624841,Ariana Grande , Dangerous Woman,46-60
920517613,193647,Sam Smith , How Do You Sleep?,19-30
918692807,448436,Of Monsters and Men , Little Talks,46-60
917961979,335214,Mr. Probz , Waves,31-45
917960280,200056,Zara Larsson , Never Forget You,0-18
917698565,575242,Calvin Harris , Outside,31-45
915611152,761442,Katy Perry , Last Friday Night (T.G.I.F.),31-45
914558629,344530,Bad Bunny , Vete,0-18
913684798,721725,Pitbull , Give Me Everything,31-45
913527139,213617,Black Eyed Peas , RITMO (Bad Boys For Life),31-45
913472185,233633,Nicky Jam , X,31-45
912861505,726852,Gnarls Barkley , Crazy,61+
912746648,502979,Jaymes Young , Infinity,0-18
911132591,184055,KYLE , iSpy,19-30
909802548,754088,Elley Duhé , MIDDLE OF THE NIGHT,31-45
909572840,519887,The Verve , Bitter Sweet Symphony,31-45
907617853,378635,Calvin Harris , My Way,0-18
907222941,224293,Rae Sremmurd , Black Beatles,0-18
906708604,442831,The Clash , Should I Stay or Should I Go,31-45
905813155,284609,Ariana Grande ," break up with your girlfriend, i'm bored",0-18
905364384,157865,Ed Sheeran , I See Fire,61+
904108449,274191,Ed Sheeran , The A Team,31-45
901921941,645747,Jay Wheeler , La Curiosidad,61+
901415059,1341900,Imagine Dragons , Bones,19-30
901008028,389760,Avicii , Hey Brother,19-30
900836269,372584,Disclosure , Latch,46-60
899922581,462338,U2 , With Or Without You,31-45
899911078,221072,Jonas Blue , Mama,31-45
899228869,440129,Aerosmith , I Don't Want To Miss A Thing,61+
899220516,596562,Outkast , Ms. Jackson,61+
899200260,1264854,Cigarettes After Sex , Apocalypse,46-60
899023420,551478,Katy Perry , Firework,31-45
898233976,401507,Bad Bunny , LA NOCHE DE ANOCHE,31-45
897948408,1636903,Taylor Swift , cardigan,61+
897797190,225315,XXXTENTACION , the remedy for a broken heart (why am I so in love),19-30
895834987,212386,Maroon 5 , Don't Wanna Know,0-18
894945535,565181,Lost Frequencies , Are You With Me,61+
894826649,406083,Eminem , The Monster,46-60
894750958,2234802,Taylor Swift , Style,0-18
893010968,229799,Surfaces , Sunday Best,0-18
891823472,621274,Doja Cat , Streets,19-30
891628124,703440,Green Day , Basket Case,0-18
891022443,962406,Olivia Rodrigo , happier,19-30
890791493,328619,Drake , Money In The Grave (Drake ft. Rick Ross),0-18
889506477,556234,Flo Rida , Low,46-60
889390192,761871,Evanescence , Bring Me To Life,61+
889084337,518550,Shaggy , It Wasn't Me,61+
888845520,192348,Migos , Bad and Boujee,61+
888252309,615360,The Drifters , Stand by Me,46-60
888252309,615360,Ben E. King , Stand by Me,46-60
887433276,368496,Zac Efron , Rewrite The Stars,46-60
887422141,432832,Eminem , Not Afraid,31-45
887095979,284954,Kygo , Stole the Show,19-30
884571269,292957,Lunay , Soltera (Remix),61+
883737744,343378,Ariana Grande , 34+35,61+
882983434,594213,TLC , No Scrubs,31-45
882800530,226767,Khalid , Love Lies,0-18
882636783,197341,Maluma , Felices los 4,61+
882463495,437887,Justin Timberlake , Mirrors,61+
882333950,498879,Alicia Keys , If I Ain't Got You,19-30
881750852,483496,Riton , Friday,0-18
880777950,214290,Luis Fonsi , �?chame La Culpa,61+
879937228,549514,Bee Gees , Stayin' Alive,0-18
878779107,497321,JAY,Z - Numb / Encore,19-30
878505562,476307,Rag'n'Bone Man , Human,31-45
878201980,339711,Coldplay , Adventure of a Lifetime,31-45
877950650,605019,Arctic Monkeys , R U Mine?,19-30
875716383,384328,R. City , Locked Away,19-30
875691154,97268,Maggie Lindemann , Pretty Girl,61+
875223961,567647,Måneskin , I WANNA BE YOUR SLAVE,31-45
874171870,346896,Dominic Fike , 3 Nights,19-30
874095827,291343,Juice WRLD , Come & Go,61+
873592592,373038,Drake , Laugh Now Cry Later,19-30
872313927,450802,Drake ," Hold On, We're Going Home",0-18
871223941,363321,Dennis Lloyd , Nevermind,31-45
870122477,525601,Van Morrison , Brown Eyed Girl,0-18
868073234,603804,Maroon 5 , This Love,19-30
867788608,970575,Steve Lacy , Bad Habit,0-18
867648670,928256,Black Sabbath , Paranoid,61+
867609821,403557,Led Zeppelin , Stairway to Heaven,0-18
867345218,1435249,Frank Ocean , Pink + White,31-45
866548972,518176,Dr. Dre , The Next Episode,61+
865847563,311021,Nico & Vinz , Am I Wrong,61+
864711783,583562,The Notorious B.I.G. , Big Poppa,61+
864350937,500577,American Authors , Best Day Of My Life,46-60
863334175,416731,Miley Cyrus , We Can't Stop,0-18
863250508,286522,Niall Horan , Slow Hands,46-60
862130001,125720,Starley , Call on Me,46-60
861593635,283991,MEDUZA , Lose Control,61+
861241667,391609,Dua Lipa , Physical,61+
860354522,786286,Surf Curse , Freaks,61+
859862441,430817,Electric Light Orchestra , Mr. Blue Sky,31-45
858863442,715334,SZA , Good Days,0-18
858432669,257349,The Kid LAROI , WITHOUT YOU,31-45
856336181,595234,Hoobastank , The Reason,0-18
855715043,579828,Gucci Mane , Wake Up in the Sky,61+
855066615,721732,Frank Ocean , Lost,61+
854337074,639380,Bruno Mars , Treasure,46-60
853925476,295506,George Ezra , Shotgun,61+
853701485,728752,Lady Gaga , Just Dance,0-18
852634519,361219,The Weeknd , In Your Eyes,31-45
852634488,502488,Black Eyed Peas , Where Is The Love?,46-60
851089722,2162466,Eslabon Armado , Ella Baila Sola,61+
850329809,364315,Kygo , Higher Love,46-60
850129209,519824,BLACKPINK , How You Like That,19-30
849740547,249915,Surf Mesa , ily (i love you baby),19-30
848910935,475165,The Weeknd , Often,31-45
848336839,409630,Bryson Tiller , Exchange,19-30
848290889,182246,Shawn Mendes , In My Blood,19-30
847866257,255844,Cardi B , Bodak Yellow,46-60
847852908,284017,Juice WRLD , Bandit,19-30
847406334,233110,Paulo Londra , Adan y Eva,0-18
846902495,558828,Lil Uzi Vert , The Way Life Goes,0-18
840074831,478673,The Animals , House of the Rising Sun,61+
840049891,619442,Rauw Alejandro , Desesperados,61+
839756891,750860,Lil Uzi Vert , 20 Min,0-18
839739836,518279,Red Hot Chili Peppers , Otherside,46-60
838963540,359911,Kanye West , POWER,61+
838417206,573952,Fleetwood Mac , Go Your Own Way,46-60
837238190,98807,Ariana Grande , Santa Tell Me,31-45
836444923,266697,Zion & Lennox , Otra vez,61+
835212219,951981,KALEO , Way down We Go,19-30
835083887,465135,Billie Eilish , bellyache,31-45
835020208,510865,Daryl Hall & John Oates , You Make My Dreams (Come True),61+
834222964,231442,Lauv , i'm so tired...,46-60
833706847,927824,Beach House , Space Song,19-30
833499382,469975,Ava Max , Kings & Queens,0-18
831207822,362684,Calvin Harris , Blame,31-45
830084235,201649,NATTI NATASHA , Criminal,19-30
829823326,421542,G,Eazy - Him & I,31-45
829702670,493456,Bob Marley & The Wailers , Three Little Birds,19-30
829668946,463786,Mark Ronson , Nothing Breaks Like a Heart,19-30
828621269,442636,Mario , Let Me Love You,61+
828330459,176637,Jonas Blue , Rise,46-60
827472673,922415,Elton John , I'm Still Standing,31-45
827467533,878370,ROSALÍA , DESPECHÁ,0-18
826451409,408945,Harry Styles , Golden,46-60
824576913,532149,Dua Lipa , Levitating,61+
824365536,478825,Imagine Dragons , On Top Of The World,0-18
823701834,825114,Rihanna , Only Girl (In The World),31-45
823673632,275852,Rachel Platten , Fight Song,0-18
823645262,273159,Galantis , No Money,61+
823623707,660851,Rihanna , S&M,46-60
823338405,427856,Mustard , Ballin',46-60
821945494,446213,Wham! , Wake Me Up Before You Go-Go,61+
821847583,172447,Tiësto , Jackie Chan,46-60
821788517,433951,Ty Dolla $ign , Or Nah,61+
820968836,618407,George Michael , Careless Whisper,19-30
820787744,414677,Guns N' Roses , November Rain,61+
820580552,751997,Taylor Swift , Wildest Dreams,19-30
820549043,1327933,JVKE , golden hour,46-60
820290477,747353,JAY,Z - Empire State Of Mind,61+
819493252,557730,Nickelback , How You Remind Me,31-45
819312506,835893,Olivia Rodrigo , favorite crime,61+
817216967,436193,"Tyler, The Creator ", EARFQUAKE,46-60
816773724,659249,Bruno Mars , Marry You,31-45
816423551,418294,Polo G , RAPSTAR,19-30
815885906,544950,21 Savage , a lot,31-45
815195248,300220,Ariana Grande , Break Free,61+
814258147,708128,Daniel Caesar , Get You,46-60
813986281,144043,DRAM , Broccoli,46-60
812677967,523159,Avicii , Levels,31-45
812614879,299046,Juice WRLD , Wishing Well,0-18
812005340,228073,Nicky Jam , El Perdón,46-60
811475895,385626,Niall Horan , This Town,0-18
809609295,68077,Michael Bublé , It's Beginning to Look a Lot like Christmas,61+
808158350,563442,50 Cent , Candy Shop,61+
808047420,320952,Macklemore , Glorious,0-18
807337605,721722,The Weeknd , Heartless,0-18
807087728,382547,Sia , Elastic Heart,19-30
806702944,583207,Calvin Harris , Feel So Close,61+
806258708,358376,A Boogie Wit da Hoodie , Drowning,31-45
806192815,391619,Billie Eilish , i love you,46-60
806169583,558508,Amy Winehouse , Back To Black,31-45
804934951,586546,Billie Eilish , Bored,46-60
804802221,574918,KISS , I Was Made For Lovin' You,0-18
804264021,596541,The Offspring ," You're Gonna Go Far, Kid",31-45
804146626,339071,Sam Hunt , Body Like A Back Road,61+
802282107,277508,Bad Bunny , Safaera,31-45
800847982,271448,Galantis , Runaway (U & I),19-30
800444089,459851,The Jackson 5 , I Want You Back,31-45
800409180,351134,GROUPLOVE , Tongue Tied,31-45
799412345,652025,Bruno Mars , The Lazy Song,46-60
799218263,488620,3 Doors Down , Kryptonite,61+
798479520,341817,James Blunt , You're Beautiful,31-45
798000602,481509,Tainy , Lo Siento BB:/,0-18
797390654,578785,Green Day , American Idiot,46-60
796821595,937833,Florence + The Machine , Dog Days Are Over,19-30
796370139,360697,Owl City , Fireflies,31-45
795704169,356171,Queen , Somebody To Love,19-30
795674219,456505,Miley Cyrus , Wrecking Ball,61+
794992946,307529,KAROL G , BICHOTA,0-18
794653140,179463,Camila Cabello , Never Be the Same,46-60
793621864,409152,Edward Sharpe & The Magnetic Zeros , Home,61+
792519859,531723,4 Non Blondes , What's Up?,61+
790812915,294697,Panic! At The Disco , I Write Sins Not Tragedies,31-45
788879963,484672,The Weeknd , Pray For Me,31-45
788599982,240551,Jason Mraz , I Won't Give Up,31-45
788170842,126557,David Guetta , 2U,19-30
788127425,267245,Ariana Grande , Problem,61+
786747926,434965,Ariana Grande , Love Me Harder,61+
786130174,588399,Camila Cabello , Bam Bam,0-18
785876217,201839,Ruth B. , Lost Boy,46-60
785702552,491346,Taylor Swift , You Need To Calm Down,19-30
785008240,462250,My Chemical Romance , Teenagers,0-18
784821034,439157,Rage Against The Machine , Killing In The Name,19-30
784649274,599928,Rihanna , Don't Stop The Music,31-45
784311749,781495,Harry Styles , Late Night Talking,0-18
783901475,149108,Drake , Jumpman,19-30
783658310,271587,Billie Eilish , you should see me in a crown,46-60
783106785,436117,Doja Cat , Boss Bitch,61+
782754252,170717,Eminem , River,46-60
781946123,261456,Robin Thicke , Blurred Lines,61+
781123305,476309,Bad Bunny , La Santa,61+
780657275,514847,The Temptations , My Girl,19-30
779790470,1076243,Rosa Linn , SNAP,46-60
778022838,168480,Petit Biscuit , Sunset Lover,31-45
777339695,874801,Taylor Swift , Delicate,46-60
776279747,684711,J. Cole , Work Out,19-30
776267698,296087,Rob $tone , Chill Bill,31-45
776249905,157934,A Boogie Wit da Hoodie , Swervin,31-45
775823065,982577,Kanye West , Father Stretch My Hands Pt. 1,61+
775761296,327015,Polo G , Pop Out,61+
775673969,433884,Don Toliver , No Idea,19-30
775217549,232611,J Balvin , Un Día (One Day),19-30
774950825,116778,Mike Perry , The Ocean,61+
774940754,482697,Iyaz , Replay,46-60
774184596,326269,Rihanna , Bitch Better Have My Money,46-60
774091326,325679,Aaron Smith , Dancin,61+
773839800,446822,Van Halen , Jump,31-45
773552912,201570,DJ Snake , Loco Contigo,61+
772886075,912377,Bizarrap ," Shakira: Bzrp Music Sessions, Vol. 53",31-45
771967388,360208,Taylor Swift , ME!,19-30
771528114,81939,Brenda Lee , Rockin' Around The Christmas Tree,19-30
771446779,51240,Xmas Classics , Rockin' Around the Christmas Tree,0-18
771346457,474250,Noah Cyrus , July,46-60
769528815,192016,Drake , Controlla,61+
769474123,508172,Pink Floyd ," Another Brick In The Wall, Pt. 2",31-45
769162862,878308,Stephen Sanchez , Until I Found You,46-60
769101864,565150,Taylor Swift , Love Story,0-18
768601016,364893,Juice WRLD , Lean Wit Me,46-60
768599837,950737,Charlie Puth , Left and Right (Feat. Jung Kook of BTS),31-45
766973304,115280,Ed Sheeran , Perfect Duet (Ed Sheeran & Beyoncé),19-30
766746566,410667,Kenny Loggins , Footloose,61+
765438083,638854,Chris Stapleton , Tennessee Whiskey,19-30
765204200,494721,Tove Lo , Habits (Stay High),0-18
765099723,243968,David Guetta , Hey Mama,19-30
763329184,194613,Fifth Harmony , Worth It,31-45
761992831,569816,Metro Boomin , Space Cadet,19-30
761683228,307786,Leona Lewis , Bleeding Love,19-30
761631429,520988,Simple Minds , Don't You (Forget About Me),61+
760459729,202238,AWOLNATION , Sail,0-18
759985114,598857,David Guetta , Memories,0-18
759148122,344471,Enrique Iglesias , Bailando,46-60
758599485,595444,Empire of the Sun , Walking On A Dream,31-45
757107281,764184,girl in red , we fell in love in october,0-18
757017529,242864,Miley Cyrus , Malibu,31-45
756271271,273125,Charlie Puth , One Call Away,31-45
756227002,583045,Jimmy Eat World , The Middle,46-60
756058581,1434825,Taylor Swift , Don�??t Blame Me,46-60
755895686,642969,Justin Bieber , Baby,61+
755720851,721625,Akon , Smack That,46-60
754134903,383668,Flo Rida , Wild Ones,0-18
753845233,130437,6ix9ine , FEFE,19-30
752894430,281824,Ozuna , Vaina Loca,19-30
752245453,224182,Meghan Trainor , All About That Bass,46-60
751780414,157071,Justin Bieber , Yummy,19-30
751316328,346408,Billy Joel , Piano Man,46-60
751284700,455053,Frank Ocean , Thinkin Bout You,19-30
751140701,493977,AURORA , Runaway,61+
750988006,496428,Lizzo , About Damn Time,46-60
750789459,951627,The Weeknd , I Was Never There,46-60
750392446,283899,Jeremy Zucker , comethru,31-45
750301750,239550,DaBaby , BOP,0-18
749129882,482892,CKay , love nwantiti (ah ah ah),61+
748835013,455479,Elton John , Your Song,19-30
748626515,717239,Becky G , MAMIII,46-60
748224278,153339,Wisin , Escápate Conmigo,61+
748164882,594957,System Of A Down , Toxicity,46-60
748155188,632581,Katy Perry , The One That Got Away,31-45
748041158,213239,Birdy , Skinny Love,61+
747819239,283787,Lady Gaga , Million Reasons,61+
746528592,564714,David Guetta , Sexy Bitch,19-30
746501488,273627,Justin Bieber , Lonely,31-45
746328891,348931,Alicia Keys , No One,46-60
746034304,169441,Becky G , Sin Pijama,19-30
745997668,222605,Keala Settle , This Is Me,46-60
745329659,312806,BLACKPINK , Kill This Love,46-60
744820813,146702,Shawn Mendes , Lost In Japan,61+
744615593,511221,Katy Perry , I Kissed A Girl,61+
744298575,1344867,d4vd , Romantic Homicide,19-30
743510220,74784,Bobby Helms , Jingle Bell Rock,61+
742970181,408747,Ozuna , Se Preparó,31-45
742949504,487362,Elvis Presley , Can't Help Falling in Love,61+
742753144,311711,alt,J - Breezeblocks,19-30
742305220,1212296,Kanye West , Flashing Lights,31-45
742047219,434046,Oasis , Don't Look Back In Anger,46-60
740902980,723024,Lana Del Rey , Video Games,61+
740680127,1208197,The Weeknd , Reminder,61+
740414375,412140,Piso 21 , Déjala Que Vuelva,19-30
740403240,612395,Bad Bunny , Si Estuviésemos Juntos,61+
739781331,1292993,Ozuna , Hey Mor,61+
739602889,878558,The Weeknd , After Hours,31-45
739435594,549810,Pixies , Where Is My Mind?,61+
739277990,202389,Justin Bieber , Holy,61+
738472431,362115,Jack Harlow , WHATS POPPIN,0-18
738459904,807162,Kanye West , Bound 2,61+
737034321,190318,Billie Eilish , wish you were gay,46-60
736795950,377813,Conan Gray , Maniac,19-30
736408667,351073,The Script , Breakeven,0-18
736285910,336474,J Balvin , Qué Más Pues?,61+
736135358,410528,Nelly , Dilemma,61+
735960504,412790,Justin Timberlake , SexyBack,46-60
735891183,244527,Deorro , Five More Hours,61+
735507976,389310,One Direction , Perfect,31-45
735251902,502602,Bon Jovi , It's My Life,31-45
734400386,674340,Fleetwood Mac , Everywhere,46-60
734357358,575955,Coldplay , Clocks,46-60
734231259,160633,Martin Jensen , Solo Dance,61+
734052075,394443,Shakira , Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],46-60
734035315,296704,Melanie Martinez , Play Date,19-30
733940384,497583,Toploader , Dancing in the Moonlight,61+
733703152,322360,Bad Bunny , Si Veo a Tu Mamá,19-30
733155631,432465,Franz Ferdinand , Take Me Out,0-18
732175388,201989,Fetty Wap , 679,31-45
732053264,522602,Bob Marley & The Wailers , Could You Be Loved,46-60
731889979,574148,Blur , Song 2,31-45
731622181,299159,Future , Low Life,0-18
731023290,408100,Chord Overstreet , Hold On,0-18
730978722,557086,Red Hot Chili Peppers , Scar Tissue,46-60
730859004,320741,Taylor Swift , ME!,46-60
730395843,458037,Bad Bunny , Diles,31-45
729696819,401733,Sam Smith , Like I Can,61+
729437617,217362,THE SCOTTS , THE SCOTTS,19-30
729025485,451443,Tracy Chapman , Fast Car,19-30
728965297,533061,Cage The Elephant , Cigarette Daydreams,31-45
728927194,436517,Rick Astley , Never Gonna Give You Up,0-18
728807407,560568,Polo G , Martin & Gina,61+
727964295,359852,Kings of Leon , Use Somebody,31-45
727889470,496428,Maroon 5 , One More Night,0-18
727604145,311372,Billie Eilish , Therefore I Am,19-30
727534303,191630,ROSALÍA , Con Altura,0-18
727264769,285767,A$AP Rocky , F**kin' Problems,61+
726997044,384927,Bruno Mars , Finesse,19-30
726841107,524521,Metallica , Master of Puppets (Remastered),0-18
725031205,330881,Jack Johnson , Better Together,61+
725000845,406321,BANNERS , Someone To You,0-18
724586947,216619,CJ , Whoopty,19-30
724045895,368467,Train , Drops of Jupiter (Tell Me),19-30
724022695,162862,Aminé , Caroline,46-60
722064749,220768,Migos , Walk It Talk It,61+
721848765,417852,Icona Pop , I Love It,61+
721649826,458661,Kid Cudi , Day 'N' Nite,19-30
719670649,384082,Childish Gambino , 3005,46-60
719186509,359494,Destiny's Child , Say My Name,0-18
719058231,2138508,Taylor Swift , august,0-18
718491415,308207,Becky G , Shower,0-18
718406648,521047,Billy Joel , Uptown Girl,0-18
717980680,402768,Neon Trees , Everybody Talks,31-45
717973643,247680,Big Sean , I Don't Fuck With You,31-45
717608524,658885,Gesaffelstein , Lost in the Fire,0-18
717209467,500811,Arctic Monkeys , Fluorescent Adolescent,31-45
715867967,193175,Ed Sheeran , South of the Border,61+
715695035,449877,Jack Harlow , First Class,46-60
715451077,367756,Miley Cyrus , Prisoner,31-45
715172493,468309,Taylor Swift , I Knew You Were Trouble.,46-60
715108962,259865,P!nk , What About Us,46-60
715049805,186282,Avicii , SOS,46-60
714998100,328660,SZA , Love Galore,61+
714695450,402313,LP , Lost on You,46-60
714015597,429628,Boston , More Than a Feeling,0-18
712871272,158871,Ed Sheeran , Don't,0-18
712702040,246509,Charlie Puth , Marvin Gaye,46-60
712280759,243209,Juice WRLD , Armed And Dangerous,0-18
711772719,424268,Sebastian Yatra , Pareja Del Año,0-18
710206073,237374,Mau y Ricky , Desconocidos,0-18
709704849,399076,Ariana Grande , boyfriend,19-30
709494156,432088,Cris Mj , Una Noche en Medellín,31-45
709088079,616437,The Offspring , The Kids Aren't Alright,46-60
708968175,299867,The 1975 , Somebody Else,0-18
708677414,349171,J Balvin , QUE PRETENDES,61+
708493236,562639,Nicki Minaj , Super Bass,19-30
708476587,1679327,KAROL G , TQG,46-60
708392121,455747,Playboi Carti , Magnolia,19-30
708323471,149928,Lil Nas X , Panini,61+
707972438,1391912,d4vd , Here With Me,0-18
707950642,176055,Little Mix , Shout Out to My Ex,0-18
707460746,125130,BENEE , Supalonely,46-60
706936283,450632,Queen , Killer Queen,0-18
706728924,286800,Anuel AA , Secreto,46-60
706472587,365958,Flo Rida , Whistle,19-30
706134831,143436,Alessia Cara , How Far I'll Go,0-18
706011955,171154,Khalid , Saturday Nights,0-18
704831164,901710,Daddy Yankee , Gasolina,61+
704788359,546103,Ne,Yo - So Sick,61+
704710299,337616,Anuel AA , Ella Quiere Beber,31-45
704232194,675890,Bad Bunny , Neverita,31-45
703962461,427413,One Direction , Steal My Girl,0-18
703668896,255630,BTS , FAKE LOVE,61+
702772097,429148,The Wanted , Glad You Came,61+
702563909,283396,Sia , Snowman,61+
702381618,454135,Lorde , Team,19-30
702320200,420449,Avril Lavigne , Complicated,61+
701514680,194217,Lukas Graham , Love Someone,0-18
701227686,315524,Bad Bunny , A Tu Merced,19-30
700582561,302718,Pop Smoke , Mood Swings,61+
699940203,346611,Fall Out Boy ," Sugar, We're Goin Down",19-30
699825208,305418,MGMT , Kids,31-45
699278107,223511,Flume , Never Be Like You,0-18
699193681,614821,Katy Perry , Hot N Cold,19-30
699188331,623755,Doja Cat , You Right,0-18
699177934,513386,Linkin Park , What I've Done,31-45
698807354,371027,B.o.B , Airplanes,46-60
698047885,608452,Sean Paul , Temperature,31-45
698034619,911657,Eminem , Superman,19-30
698021967,323044,Eminem , Venom,0-18
696258717,398486,Blackstreet , No Diggity,61+
695710240,468539,ACRAZE , Do It To It,61+
695677722,153890,Bazzi , Beautiful,19-30
695437930,377188,Demi Lovato , Cool for the Summer,31-45
695424596,358178,Gorillaz , Clint Eastwood,0-18
695235544,447949,Dr. Dre , Forgot About Dre,61+
694670975,146723,Jon Bellion , All Time Low,19-30
694573420,205177,Bad Bunny , Yo Perreo Sola,61+
694027856,751020,Olivia Rodrigo ," jealousy, jealousy",31-45
693541274,846726,Nicky Youre , Sunroof,61+
693512348,482927,Foreigner , I Want to Know What Love Is,31-45
692839112,304744,Alok , Hear Me Now,0-18
692796522,297206,Ellie Goulding , Burn,61+
692235093,303654,X Ambassadors , Renegades,0-18
692014496,377761,Aventura , Volví,46-60
691797226,268547,Disturbed , The Sound of Silence,61+
691659004,323792,OneRepublic , Apologize,31-45
691403375,269670,Lil Peep , Save That Shit,31-45
690757010,218360,Jack Harlow , WHATS POPPIN,19-30
690260369,179279,CNCO , Reggaetón Lento (Bailemos),61+
689627023,342777,Lewis Capaldi , Hold Me While You Wait,0-18
689393098,201446,Labrinth , Jealous,19-30
689026375,165410,Young Thug , The London,0-18
688765431,261813,Justin Bieber , Hold On,0-18
688115045,389758,Kid Cudi , Pursuit Of Happiness (Nightmare),0-18
687621645,212794,Felix Jaehn , Ain't Nobody (Loves Me Better),19-30
687356405,99013,Big Sean , Bounce Back,61+
687276233,690183,Selena Gomez & The Scene , Love You Like A Love Song,0-18
686865834,361547,Travis Scott , Goosebumps,46-60
685719093,426893,Paramore , Misery Business,46-60
685086595,211944,A$AP Ferg , Plain Jane,61+
685015674,648270,Ben E. King , Stand by Me,61+
684845012,445816,Two Door Cinema Club , What You Know,0-18
684764572,492142,Men At Work , Down Under,0-18
683738052,2453561,Yng Lvcas , La Bebe,19-30
683669285,476841,Wallows , Are You Bored Yet?,0-18
682907631,275473,The Notorious B.I.G. , Juicy,61+
682859574,519708,Luke Combs , Beautiful Crazy,31-45
682448502,193635,Alex & Sierra , Little Do You Know,0-18
682412428,728592,Mr.Kitty , After Dark,61+
682346085,585613,Creedence Clearwater Revival , Bad Moon Rising,46-60
681481643,164414,Lil Mosey , Noticed,46-60
681197496,540734,Tiësto , The Motto,19-30
680934246,505397,Katy Perry , California Gurls,19-30
679744579,384668,Lil Tjay , Calling My Phone,31-45
679673359,399395,blink,182 - I Miss You,19-30
679615447,631262,Marshmello , Leave Before You Love Me,0-18
678889366,479949,USHER , DJ Got Us Fallin' in Love,0-18
677616231,373992,Vanessa Carlton , A Thousand Miles,19-30
677459684,536201,Drake , Wants and Needs,0-18
677372979,1382282,Drake , Jimmy Cooks,46-60
676379564,122521,Flo Rida , GDFR,31-45
676121618,293517,Paulo Londra , Tal Vez,61+
675652200,182170,Iggy Azalea , Fancy,31-45
675186900,467094,Britney Spears , ...Baby One More Time,31-45
675103851,459324,James Arthur , Train Wreck,46-60
674473139,332510,Bruno Mars , Versace on the Floor,31-45
673870063,1428327,Stephen Sanchez , Until I Found You,19-30
673635782,366609,Hippie Sabotage , Devil Eyes,31-45
673610537,234191,Travis Scott , STARGAZING,0-18
673045381,231566,Mustard , Pure Water,46-60
672845212,279142,Idina Menzel , Let It Go,31-45
672547771,560807,Morgan Wallen , Whiskey Glasses,31-45
672442363,179663,Dalex , Pa Mí,31-45
672306957,607285,The Mamas & The Papas , California Dreamin',19-30
672092213,1394267,The Weeknd , Stargirl Interlude,19-30
671462872,325285,Piso 21 , Te Vi,0-18
671429348,308420,My Chemical Romance , Welcome to the Black Parade,0-18
671284486,260850,Ellie Goulding , Hate Me,31-45
669743545,301668,Rihanna , Take A Bow,61+
669606977,270559,Frank Ocean , Chanel,19-30
669565743,300699,Elton John , Tiny Dancer,19-30
668961177,403311,Foo Fighters , The Pretender,46-60
